Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Total Transferred (bytes),CO2 (mg),Carbon Rating,Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,Language,HTTP Version,Mobile Alternate Link,URL Encoded Address,Crawl Timestamp
https://www.splashtop.com/,text/html; charset=UTF-8,200,OK,Indexable,,Splashtop: Secure Remote Access & Remote Support Software,57,552,"Fast and secure solutions for remote work, remote support, remote learning & more at the best value. Splashtop remote access is #1 in user satisfaction.",152,966,,0,The #1 Rated Remote Access and Support Software,47,Trusted by 30 Million Users and 85% of Fortune 500 Companies,60,Security and Privacy,20,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/,,,,,,418574,62235,62235,22.063,,600,119,5.042,47.886,Hard,1.611,0,0,,259,181,0,100,104,72,0,14,12,0,,,,,ffd328542ff4b43575035067dcaf74ec,0.896,,,,,en,1.1,,https://www.splashtop.com/,12-10-2024 19:25
https://www.splashtop.com/resources?type=case-studies,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Splashtop Resource Library | Whitepapers, eBooks and More",57,531,"Stay on top of the remote access and IT support industry with the latest eBooks, analyst reports, and white papers from Splashtop.",130,826,,0,Splashtop Resource Library,26,Filter Resources,16,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/resources,,,,,,255431,45500,45500,16.13,,270,78,3.462,57.622,Fairly Hard,1.629,1,0,,221,171,0,94.48,100,71,0,13,11,0,,,,,21ccc54acddfe9733b7436b3f0d27f81,0.899,,,,,en,1.1,,https://www.splashtop.com/resources?type=case-studies,12-10-2024 19:25
https://www.splashtop.com/about/leadership,text/html; charset=UTF-8,200,OK,Indexable,,Leadership Team & Board of Directors | Splashtop Inc.,53,478,"The Splashtop leadership team is dedicated to delivering the best-in-class remote access, remote support, and collaboration solutions.",134,850,,0,Leadership,10,Executive Team,14,Board Members,13,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/about/leadership,,,,,,236699,43578,43578,15.449,,277,68,4.074,66.485,Normal,1.723,1,1,,376,180,0,99.45,89,60,0,11,9,0,,,,,7cfaff6ba16eb07bd6449be5e36dff39,0.985,,,,,en,1.1,,https://www.splashtop.com/about/leadership,12-10-2024 19:25
https://www.splashtop.com/customers,text/html; charset=UTF-8,200,OK,Indexable,,Splashtop Customers - Using Splashtop Remote Access Software,60,578,"Top businesses and educational institutions like Harvard, Stanford, Marriott, Nintendo, and Microsoft trust Splashtop as their remote access software of choice.",160,1009,,0,The Best Customers are at Splashtop,35,Discover How We Have Helped Our Customers Through Our Technology,64,3D CAD / CAM / BIM,18,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/customers,,,,,,383205,51079,51079,18.108,,193,50,3.86,70.976,Fairly Easy,0.88,1,0,,196,171,0,94.48,92,60,0,11,9,0,,,,,be599e94f7818cb42bec46fd0c78bc40,0.906,,,,,en,1.1,,https://www.splashtop.com/customers,12-10-2024 19:25
https://www.splashtop.com/partners/integrations,text/html; charset=UTF-8,200,OK,Indexable,,Splashtop Remote Access & Support Integrations,46,435,Integrate Splashtop’s powerful solutions into your favorite apps or service platforms. Find Splashtop already integrated in many great solutions.,145,906,,0,Our Integration Partners,24,RMM Partners,12,Integrate Splashtop With Your Applications Through APIs,55,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/partners/integrations,,,,,,382850,52229,52229,18.515,,978,205,4.771,48.104,Hard,2.415,1,1,,199,171,0,94.48,121,90,0,12,10,0,,,,,1b6917806eff5367da6f971170df7235,0.997,,,,,en,1.1,,https://www.splashtop.com/partners/integrations,12-10-2024 19:25
https://www.splashtop.com/solutions/iot,text/html; charset=UTF-8,200,OK,Indexable,,Remote Access for IoT Devices: Manage & Support From Anywhere,61,592,Manage and support IoT devices with Splashtop remote access. Enhance efficiency & ensure smooth operations with robust monitoring & access.,139,923,,0,Remote Access for IoT Devices - Manage & Support From Anywhere,62,Remote Support for IoT Devices: Streamline Support and Monitoring for Maximum Efficiency,88,Industry Solutions,18,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/solutions/iot,,,,,,266530,52064,52064,18.457,,1154,200,5.77,37.497,Hard,4.067,1,1,,200,171,0,94.48,94,62,0,11,9,0,,,,,9a7cd9f073f3a546a58edf87754530b0,1.014,,,,,en,1.1,,https://www.splashtop.com/solutions/iot,12-10-2024 19:25
https://www.splashtop.com/static/aicpa-5d2362e2b1c11f632adc7945a86c636e.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,12561,12561,12561,4.453,,0,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,,,,,,0.198,,,,,,1.1,,https://www.splashtop.com/static/aicpa-5d2362e2b1c11f632adc7945a86c636e.png,12-10-2024 19:25
https://www.splashtop.com/partners/comarketing,text/html; charset=UTF-8,200,OK,Indexable,,Co-Marketing Partners - Splashtop Inc.,38,342,"In order to offer your company the best supplementary solutions, Splashtop co-markets with software providers on their marketplaces and exchanges.",146,951,,0,Splashtop PartnerConnect,24,Explore Our Current Partners,28,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/partners/comarketing,,,,,,188540,41423,41423,14.685,,63,25,2.52,83.42,Easy,1.393,1,1,,197,171,0,94.48,90,61,0,11,9,0,,,,,323b3c30af2cd056b7f8fb8043c25c61,1.229,,,,,en,1.1,,https://www.splashtop.com/partners/comarketing,12-10-2024 19:25
https://www.splashtop.com/add-ons/endpoint-security-bitdefender,text/html; charset=UTF-8,200,OK,Indexable,,Splashtop Antivirus | Protect Your Computers,44,398,"Protect your Windows and Mac computers with Splashtop Antivirus. Award winning antimalware technology that’s easy to deploy and manage, at a great price.",153,1008,,0,Enhance Security with Splashtop Antivirus,41,Splashtop Antivirus Add-On Pricing,34,Why Splashtop Antivirus?,24,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/add-ons/endpoint-security-bitdefender,,,,,,243956,47655,47655,16.894,,690,134,5.149,44.424,Hard,3.024,1,1,,201,171,0,94.48,94,61,0,25,21,0,,,,,4e4fa5d6d0d585716bcf33dc1f00802b,1.01,,,,,en,1.1,,https://www.splashtop.com/add-ons/endpoint-security-bitdefender,12-10-2024 19:25
https://www.splashtop.com/foxpass,text/html; charset=UTF-8,200,OK,Indexable,,Secure Wi-Fi with Foxpass RADIUS - Cloud Authentication for Staff,65,584,"Foxpass RADIUS offers cloud-hosted authentication for staff networks. Enjoy easy setup, superior privacy, and security. Start with a free trial.",144,890,,0,Keep Your Staff Networks Safe with Foxpass Cloud RADIUS,55,Automate and Secure Your Wi-Fi Network,38,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1, index, follow",,,https://www.splashtop.com/foxpass,,,,,,218801,38868,38868,13.779,,298,62,4.806,60.01,Normal,1.271,1,0,,158,155,0,85.64,45,33,0,11,9,0,,,,,a07e8078404988ff85f2782f56913f57,0.902,,,,,en,1.1,,https://www.splashtop.com/foxpass,12-10-2024 19:25
